policy_id,contract_id,loss_date,loss_amount,attachment_point,limit,exposure
P7751,C001,2017-08-27,22404.09,100000,500000,1.03
P7752,C002,2013-04-13,29929.89,200000,1000000,1.09
P7753,C001,2019-04-14,14417.26,100000,500000,0.91
P7754,C002,2015-04-14,13866.87,200000,1000000,1.05
P7755,C002,2020-11-10,16229.06,200000,1000000,1.01
P7756,C001,2016-01-31,26981.01,100000,500000,1.14
P7757,C001,2020-05-16,24561.47,100000,500000,1.11
P7758,C002,2015-02-12,16822.95,200000,1000000,0.89
P7759,C002,2020-06-07,29073.96,200000,1000000,0.82
P7760,C001,2018-05-28,32868.52,100000,500000,0.95
P7761,C001,2016-02-02,360042.15,100000,500000,0.91
P7762,C001,2017-01-28,15264.64,100000,500000,0.96
P7763,C001,2016-10-10,13812.0,100000,500000,1.02
P7764,C001,2015-10-16,17339.71,100000,500000,1.16
P7765,C002,2013-12-17,165407.65,200000,1000000,0.92
P7766,C002,2020-09-29,14950.81,200000,1000000,0.89
P7767,C002,2017-06-14,14109.7,200000,1000000,1.03
P7768,C002,2014-12-02,21500.38,200000,1000000,1.06
P7769,C002,2023-11-22,28950.07,200000,1000000,1.03
P7770,C002,2016-03-16,167035.9,200000,1000000,1.1
P7771,C001,2018-11-14,21084.32,100000,500000,1.17
P7772,C002,2022-05-24,12524.01,200000,1000000,0.99
P7773,C002,2017-06-14,19837.05,200000,1000000,0.84
P7774,C002,2021-06-02,13762.41,200000,1000000,1.11
P7775,C001,2020-05-17,55319.66,100000,500000,0.87
P7776,C002,2022-04-17,156808.85,200000,1000000,0.88
P7777,C001,2015-01-26,99994.91,100000,500000,0.92
P7778,C002,2018-01-27,23768.39,200000,1000000,0.88
P7779,C001,2022-05-30,116531.64,100000,500000,1.06
P7780,C002,2023-12-14,22699.89,200000,1000000,0.89
P7781,C002,2022-03-13,32586.59,200000,1000000,1.02
P7782,C002,2016-12-31,16951.77,200000,1000000,1.12
P7783,C002,2014-07-02,130167.88,200000,1000000,1.15
P7784,C002,2015-10-27,23777.52,200000,1000000,1.13
P7785,C001,2023-06-29,19841.8,100000,500000,0.97
P7786,C001,2014-04-03,18429.9,100000,500000,1.16
P7787,C002,2021-04-21,19225.99,200000,1000000,1.03
P7788,C001,2013-08-19,20823.1,100000,500000,1.02
P7789,C001,2018-10-02,17568.06,100000,500000,1.08
P7790,C002,2018-01-23,235816.02,200000,1000000,1.0
P7791,C002,2022-03-23,29375.11,200000,1000000,1.12
P7792,C001,2015-11-05,24559.46,100000,500000,1.1
P7793,C001,2013-04-23,14738.91,100000,500000,1.03
P7794,C001,2019-02-13,24817.57,100000,500000,0.8
P7795,C002,2022-09-20,104126.11,200000,1000000,1.02
P7796,C001,2022-09-07,26473.55,100000,500000,1.08
P7797,C001,2015-11-15,17258.63,100000,500000,1.05
P7798,C002,2015-08-26,16195.89,200000,1000000,1.17
P7799,C002,2016-01-01,26447.52,200000,1000000,1.05
P7800,C002,2019-07-06,25260.08,200000,1000000,0.98
P7801,C001,2014-09-06,22259.21,100000,500000,1.07
P7802,C001,2020-06-22,29148.15,100000,500000,0.87
P7803,C001,2019-03-07,29097.2,100000,500000,0.98
P7804,C002,2021-05-31,18484.33,200000,1000000,1.04
P7805,C001,2016-04-16,25531.37,100000,500000,0.81
P7806,C002,2013-04-05,25415.53,200000,1000000,0.92
P7807,C001,2014-01-12,26623.35,100000,500000,0.89
P7808,C001,2023-05-13,20030.81,100000,500000,0.86
P7809,C001,2020-10-13,13852.53,100000,500000,0.98
P7810,C001,2022-07-24,13467.11,100000,500000,0.93
P7811,C001,2021-03-03,37452.83,100000,500000,0.83
P7812,C001,2015-12-02,22710.14,100000,500000,0.82
P7813,C001,2022-12-10,98214.8,100000,500000,1.13
P7814,C001,2021-04-14,187765.33,100000,500000,0.82
P7815,C002,2023-01-11,29628.58,200000,1000000,1.19
P7816,C001,2020-03-31,31594.8,100000,500000,0.86
P7817,C002,2019-09-09,166386.52,200000,1000000,0.9
P7818,C001,2015-05-04,17720.36,100000,500000,0.97
P7819,C001,2020-11-14,22275.46,100000,500000,1.09
P7820,C001,2017-05-03,15035.78,100000,500000,1.08
P7821,C002,2019-06-23,24262.66,200000,1000000,1.11
P7822,C002,2022-04-30,221272.74,200000,1000000,0.82
P7823,C001,2021-07-01,17665.94,100000,500000,0.96
P7824,C001,2016-08-25,17003.18,100000,500000,1.04
P7825,C002,2018-01-26,12086.18,200000,1000000,1.19
P7826,C002,2020-05-09,22224.43,200000,1000000,1.18
P7827,C001,2014-08-26,24248.14,100000,500000,0.9
P7828,C002,2014-03-29,25440.6,200000,1000000,0.85
P7829,C001,2023-09-05,15028.31,100000,500000,1.15
P7830,C002,2020-08-23,21119.01,200000,1000000,0.99
P7831,C002,2015-12-29,45700.87,200000,1000000,0.93
P7832,C001,2018-09-07,22551.77,100000,500000,0.89
P7833,C002,2014-11-13,16419.42,200000,1000000,0.95
P7834,C001,2019-04-13,39388.17,100000,500000,0.84
P7835,C001,2020-10-05,23255.35,100000,500000,0.99
P7836,C001,2021-07-10,42900.48,100000,500000,1.05
P7837,C001,2014-06-19,25080.13,100000,500000,0.84
P7838,C002,2014-06-14,16098.31,200000,1000000,0.93
P7839,C002,2016-07-07,14716.55,200000,1000000,0.88
P7840,C002,2014-07-01,38041.9,200000,1000000,0.97
P7841,C001,2019-03-03,10634.99,100000,500000,0.88
P7842,C001,2016-07-07,9962.44,100000,500000,1.05
P7843,C002,2020-08-09,27429.47,200000,1000000,0.94
P7844,C001,2022-08-20,21832.3,100000,500000,1.05
P7845,C001,2015-11-23,263161.81,100000,500000,1.2
P7846,C002,2016-12-29,28035.43,200000,1000000,0.88
P7847,C002,2019-07-07,22769.53,200000,1000000,1.19
P7848,C002,2014-08-12,142198.66,200000,1000000,0.96
P7849,C002,2013-08-14,22065.69,200000,1000000,1.03
P7850,C002,2014-10-16,29511.25,200000,1000000,0.83
P7851,C002,2018-12-23,12960.3,200000,1000000,1.12
P7852,C001,2021-10-04,29239.07,100000,500000,1.05
P7853,C001,2018-12-24,27506.17,100000,500000,1.03
P7854,C002,2022-11-02,24416.25,200000,1000000,1.11
P7855,C002,2017-12-10,27319.75,200000,1000000,0.9
P7856,C002,2021-07-25,29402.61,200000,1000000,0.8
P7857,C002,2017-12-28,13217.97,200000,1000000,1.15
P7858,C001,2017-10-20,18183.98,100000,500000,0.84
P7859,C002,2021-06-29,15986.48,200000,1000000,1.15
P7860,C001,2015-01-20,24134.66,100000,500000,0.9
P7861,C001,2020-03-01,18334.78,100000,500000,1.14
P7862,C001,2022-04-23,28965.49,100000,500000,1.09
P7863,C002,2014-07-30,14705.59,200000,1000000,0.98
P7864,C002,2013-03-13,11004.56,200000,1000000,1.18
P7865,C002,2016-01-24,19184.03,200000,1000000,1.15
P7866,C001,2023-12-04,16728.32,100000,500000,0.95
P7867,C002,2016-03-13,15498.42,200000,1000000,0.86
P7868,C001,2014-06-17,18006.97,100000,500000,0.89
P7869,C001,2015-10-26,32564.08,100000,500000,0.96
P7870,C002,2015-10-28,28043.62,200000,1000000,1.06
P7871,C002,2019-11-12,97276.73,200000,1000000,1.0
P7872,C002,2022-04-06,29432.15,200000,1000000,1.03
P7873,C001,2018-04-02,120079.03,100000,500000,1.02
P7874,C001,2013-08-10,32400.91,100000,500000,0.95
P7875,C001,2018-08-26,33405.69,100000,500000,1.03
P7876,C002,2013-08-06,19167.72,200000,1000000,0.96
P7877,C002,2017-12-05,17622.4,200000,1000000,1.13
P7878,C002,2021-09-22,138137.1,200000,1000000,0.99
P7879,C002,2014-07-22,15627.24,200000,1000000,1.13
P7880,C001,2023-06-09,15606.45,100000,500000,1.09
P7881,C001,2018-11-21,22792.08,100000,500000,1.07
P7882,C002,2020-03-15,32655.84,200000,1000000,0.97
P7883,C002,2015-03-21,18741.12,200000,1000000,0.85
P7884,C002,2015-02-16,18561.58,200000,1000000,0.89
P7885,C001,2013-08-17,149923.57,100000,500000,0.86
P7886,C001,2019-04-09,29176.87,100000,500000,0.89
P7887,C001,2017-06-12,14769.27,100000,500000,0.83
P7888,C001,2016-12-02,31420.13,100000,500000,1.0
P7889,C002,2021-01-30,12456.18,200000,1000000,1.08
P7890,C001,2018-04-27,25323.95,100000,500000,0.89
P7891,C002,2018-08-07,178731.46,200000,1000000,1.11
P7892,C001,2019-07-08,19861.23,100000,500000,1.04
P7893,C002,2013-05-24,17785.02,200000,1000000,0.92
P7894,C001,2015-10-21,22351.26,100000,500000,1.11
P7895,C001,2023-08-26,15679.38,100000,500000,0.97
P7896,C001,2022-04-22,15908.3,100000,500000,1.06
P7897,C002,2016-01-26,20851.71,200000,1000000,1.03
P7898,C001,2019-06-30,19232.8,100000,500000,1.15
P7899,C001,2022-01-29,42828.49,100000,500000,1.14
P7900,C002,2016-11-11,34139.22,200000,1000000,1.04
P7901,C001,2013-08-17,11808.34,100000,500000,1.08
P7902,C001,2016-05-26,31713.54,100000,500000,0.92
P7903,C002,2019-03-24,20033.17,200000,1000000,0.88
P7904,C002,2015-08-13,23662.59,200000,1000000,0.96
P7905,C001,2019-09-28,12082.5,100000,500000,1.06
P7906,C001,2013-07-09,32762.46,100000,500000,0.91
P7907,C001,2018-04-24,21696.56,100000,500000,0.94
P7908,C001,2023-01-31,21838.92,100000,500000,1.12
P7909,C001,2022-02-10,15951.18,100000,500000,0.93
P7910,C002,2015-07-07,17965.95,200000,1000000,0.9
P7911,C001,2013-06-16,189137.24,100000,500000,1.05
P7912,C002,2021-06-02,13759.76,200000,1000000,1.14
P7913,C002,2016-04-14,62650.05,200000,1000000,0.84
P7914,C002,2021-07-18,17973.99,200000,1000000,1.01
P7915,C002,2022-08-15,19750.08,200000,1000000,0.92
P7916,C002,2023-03-19,125797.13,200000,1000000,0.95
P7917,C001,2016-07-08,158959.97,100000,500000,1.19
P7918,C002,2023-08-18,24082.79,200000,1000000,1.15
P7919,C001,2021-06-29,42175.81,100000,500000,1.01
P7920,C002,2023-02-24,20002.1,200000,1000000,0.86
P7921,C002,2018-12-31,129301.31,200000,1000000,1.16
P7922,C002,2021-10-11,18151.62,200000,1000000,1.17
P7923,C002,2014-04-02,18585.03,200000,1000000,0.87
P7924,C002,2016-03-05,31495.62,200000,1000000,1.12
P7925,C001,2019-07-02,334565.67,100000,500000,0.91
P7926,C001,2019-03-17,23659.54,100000,500000,0.98
P7927,C002,2015-10-23,24640.18,200000,1000000,0.93
P7928,C001,2021-04-28,22777.4,100000,500000,0.91
P7929,C001,2018-12-19,17414.02,100000,500000,1.11
P7930,C002,2018-08-07,24695.14,200000,1000000,0.89
P7931,C001,2022-12-12,33776.17,100000,500000,1.09
P7932,C001,2019-10-31,38901.59,100000,500000,1.01
P7933,C002,2018-01-21,23035.23,200000,1000000,1.07
P7934,C002,2018-10-29,24159.99,200000,1000000,0.83
P7935,C001,2015-03-15,21209.49,100000,500000,1.07
P7936,C002,2022-10-27,25274.84,200000,1000000,1.14
P7937,C001,2016-06-08,12769.6,100000,500000,0.82
P7938,C001,2023-12-26,25706.4,100000,500000,1.13
P7939,C001,2022-05-14,14248.03,100000,500000,1.12
P7940,C001,2023-06-20,22112.76,100000,500000,1.2
P7941,C001,2019-06-20,21511.71,100000,500000,0.98
P7942,C001,2013-05-11,19110.78,100000,500000,0.94
P7943,C001,2018-05-26,21980.6,100000,500000,1.2
P7944,C002,2014-06-14,16944.32,200000,1000000,0.88
P7945,C001,2020-03-27,18512.39,100000,500000,0.9
P7946,C002,2017-11-05,29914.42,200000,1000000,1.01
P7947,C001,2021-04-22,16377.27,100000,500000,0.88
P7948,C001,2023-03-23,12975.16,100000,500000,1.13
P7949,C001,2013-01-23,10959.3,100000,500000,0.92
P7950,C001,2014-07-08,21033.35,100000,500000,0.93
P7951,C002,2013-11-21,36097.49,200000,1000000,1.18
P7952,C001,2021-05-16,143643.68,100000,500000,1.13
P7953,C001,2017-02-14,25447.16,100000,500000,1.05
P7954,C002,2014-10-22,16281.29,200000,1000000,1.14
P7955,C002,2014-03-11,18161.53,200000,1000000,1.01
P7956,C001,2022-04-28,17366.04,100000,500000,1.09
P7957,C001,2019-05-28,26485.2,100000,500000,1.0
P7958,C002,2021-07-08,23020.85,200000,1000000,1.15
P7959,C001,2014-07-14,23358.63,100000,500000,1.09
P7960,C001,2019-04-21,22682.26,100000,500000,1.18
P7961,C002,2023-07-08,16147.16,200000,1000000,1.02
P7962,C001,2021-02-04,27612.0,100000,500000,1.08
P7963,C001,2016-11-08,23612.3,100000,500000,0.93
P7964,C002,2020-10-13,23881.38,200000,1000000,0.92
P7965,C001,2014-07-30,27272.33,100000,500000,0.84
P7966,C001,2020-07-21,20953.96,100000,500000,1.01
P7967,C001,2020-06-12,32938.4,100000,500000,1.14
P7968,C002,2015-10-25,104451.11,200000,1000000,1.07
P7969,C001,2020-07-20,21978.85,100000,500000,0.94
P7970,C002,2020-04-01,24165.62,200000,1000000,1.04
P7971,C001,2021-06-14,18275.74,100000,500000,0.81
P7972,C002,2014-02-21,16988.86,200000,1000000,0.91
P7973,C002,2021-12-27,29497.17,200000,1000000,0.86
P7974,C002,2020-12-03,33805.83,200000,1000000,0.82
P7975,C001,2019-10-15,21074.3,100000,500000,0.91
P7976,C001,2018-09-03,24186.71,100000,500000,1.12
P7977,C001,2016-03-18,14077.15,100000,500000,0.85
P7978,C002,2021-05-07,23993.18,200000,1000000,0.83
P7979,C002,2020-09-11,35461.32,200000,1000000,1.07
P7980,C002,2021-04-29,29832.29,200000,1000000,0.82
P7981,C001,2015-01-04,15945.87,100000,500000,0.96
P7982,C002,2020-08-31,22565.26,200000,1000000,0.87
P7983,C002,2022-10-23,13323.35,200000,1000000,1.16
P7984,C001,2018-12-08,18269.92,100000,500000,1.05
P7985,C002,2016-12-14,24463.02,200000,1000000,0.85
P7986,C001,2023-11-13,25845.54,100000,500000,0.96
P7987,C001,2019-03-12,17313.66,100000,500000,0.87
P7988,C002,2019-06-12,18686.15,200000,1000000,1.09
P7989,C001,2016-11-08,13710.07,100000,500000,0.8
P7990,C001,2018-09-16,22604.71,100000,500000,1.0
P7991,C001,2019-08-17,25460.21,100000,500000,1.16
P7992,C001,2014-01-11,27965.71,100000,500000,0.98
P7993,C002,2016-11-29,18678.16,200000,1000000,1.04
P7994,C002,2019-08-26,14906.16,200000,1000000,1.11
P7995,C002,2016-07-29,20168.5,200000,1000000,1.06
P7996,C002,2022-12-13,19809.06,200000,1000000,0.91
P7997,C001,2014-04-11,39780.5,100000,500000,1.17
P7998,C001,2018-07-28,12738.0,100000,500000,0.9
P7999,C002,2016-01-20,26939.3,200000,1000000,0.87
P8000,C002,2018-08-19,29403.3,200000,1000000,0.85
P8001,C001,2018-08-03,25432.32,100000,500000,0.87
P8002,C002,2022-11-24,12708.7,200000,1000000,0.91
P8003,C002,2015-08-20,32831.55,200000,1000000,1.05
P8004,C001,2014-02-05,12948.51,100000,500000,0.85
P8005,C002,2021-12-19,15238.88,200000,1000000,0.83
P8006,C001,2015-01-05,30622.88,100000,500000,0.88
P8007,C001,2020-12-31,34054.7,100000,500000,1.12
P8008,C002,2023-04-01,31987.41,200000,1000000,1.12
P8009,C002,2019-10-12,27564.06,200000,1000000,1.18
P8010,C001,2018-03-30,235134.79,100000,500000,0.87
P8011,C002,2017-01-05,30309.6,200000,1000000,0.87
P8012,C002,2021-07-30,19540.46,200000,1000000,1.01
P8013,C001,2014-03-19,17952.64,100000,500000,0.91
P8014,C001,2019-08-03,17571.21,100000,500000,1.12
P8015,C002,2017-04-05,20638.13,200000,1000000,0.87
P8016,C002,2014-03-18,16762.14,200000,1000000,0.91
P8017,C002,2016-05-19,15857.6,200000,1000000,1.12
P8018,C001,2018-08-03,27114.61,100000,500000,0.9
P8019,C002,2023-09-18,20051.96,200000,1000000,0.91
P8020,C001,2016-03-07,22719.62,100000,500000,0.91
P8021,C001,2020-08-11,22100.15,100000,500000,0.84
P8022,C002,2023-04-15,18875.29,200000,1000000,0.89
P8023,C001,2023-01-06,25804.37,100000,500000,0.83
P8024,C001,2019-10-30,35519.11,100000,500000,1.02
P8025,C001,2016-07-03,16930.34,100000,500000,1.18
P8026,C001,2017-07-23,11851.84,100000,500000,1.19
P8027,C001,2015-04-02,16291.63,100000,500000,1.15
P8028,C001,2013-11-23,15365.59,100000,500000,0.84
P8029,C001,2015-02-19,13351.91,100000,500000,1.16
P8030,C001,2022-03-12,17700.85,100000,500000,1.13
P8031,C002,2013-05-06,22083.69,200000,1000000,1.18
P8032,C001,2021-11-15,26313.8,100000,500000,1.08
P8033,C002,2022-10-10,23153.93,200000,1000000,0.93
P8034,C002,2015-12-22,25292.1,200000,1000000,1.08
P8035,C001,2018-11-25,26334.88,100000,500000,1.09
P8036,C001,2021-04-27,17012.8,100000,500000,1.13
P8037,C001,2019-05-26,25264.24,100000,500000,0.91
P8038,C001,2015-04-07,19666.69,100000,500000,1.0
P8039,C002,2023-07-01,19394.58,200000,1000000,1.16
P8040,C002,2022-01-20,28656.28,200000,1000000,1.19
P8041,C002,2017-03-26,30368.59,200000,1000000,0.92
P8042,C002,2016-04-21,29707.62,200000,1000000,0.94
P8043,C001,2022-10-16,21526.74,100000,500000,1.05
P8044,C002,2019-09-29,39732.24,200000,1000000,1.02
P8045,C001,2021-08-01,18009.13,100000,500000,1.03
P8046,C001,2015-11-06,30201.03,100000,500000,1.18
P8047,C002,2014-06-11,19233.43,200000,1000000,0.84
P8048,C001,2019-12-24,21394.63,100000,500000,0.88
P8049,C001,2023-07-02,31432.19,100000,500000,0.9
P8050,C002,2017-04-29,18469.24,200000,1000000,1.06
P8051,C001,2022-05-09,22900.38,100000,500000,0.82
P8052,C001,2014-04-23,19517.47,100000,500000,0.89
P8053,C001,2021-12-07,12605.72,100000,500000,1.15
P8054,C002,2013-03-20,32242.81,200000,1000000,0.93
P8055,C001,2016-11-25,33492.58,100000,500000,0.94
P8056,C001,2017-10-18,22314.0,100000,500000,1.08
P8057,C002,2020-12-28,20810.54,200000,1000000,0.87
P8058,C001,2014-11-08,185473.2,100000,500000,1.17
P8059,C001,2013-11-25,20996.89,100000,500000,1.04
P8060,C002,2017-07-03,16482.49,200000,1000000,1.03
P8061,C002,2016-08-30,15497.62,200000,1000000,1.15
P8062,C002,2017-11-28,209415.63,200000,1000000,1.14
P8063,C002,2022-10-27,12818.58,200000,1000000,0.83
P8064,C002,2022-02-20,24324.87,200000,1000000,1.18
P8065,C001,2014-01-17,130579.94,100000,500000,0.99
P8066,C002,2021-05-02,24953.11,200000,1000000,0.82
P8067,C002,2014-12-16,87749.66,200000,1000000,0.88
P8068,C002,2014-03-04,15466.9,200000,1000000,1.15
P8069,C002,2020-11-12,20838.0,200000,1000000,0.84
P8070,C002,2016-08-02,25847.92,200000,1000000,1.05
P8071,C001,2018-02-01,25669.89,100000,500000,1.01
P8072,C002,2018-08-13,17623.41,200000,1000000,1.1
P8073,C001,2016-08-16,20620.03,100000,500000,1.15
P8074,C002,2023-07-24,20590.68,200000,1000000,1.08
P8075,C001,2021-08-19,16367.59,100000,500000,0.81
P8076,C002,2017-05-26,11717.95,200000,1000000,1.03
P8077,C001,2021-03-08,247637.39,100000,500000,1.18
P8078,C001,2015-07-03,13583.37,100000,500000,1.15
P8079,C002,2017-11-17,29468.61,200000,1000000,1.19
P8080,C002,2014-12-14,24151.22,200000,1000000,1.0
P8081,C002,2013-09-23,16837.77,200000,1000000,0.81
P8082,C002,2014-03-30,17973.58,200000,1000000,0.8
P8083,C001,2022-01-31,15704.15,100000,500000,0.8
P8084,C002,2020-05-08,27191.59,200000,1000000,1.11
P8085,C001,2013-02-08,23503.73,100000,500000,0.83
P8086,C002,2013-12-01,30244.07,200000,1000000,0.97
P8087,C001,2021-08-07,18394.04,100000,500000,0.86
P8088,C002,2016-02-06,18837.46,200000,1000000,1.11
P8089,C001,2023-06-11,12385.68,100000,500000,0.83
P8090,C002,2023-10-26,26274.85,200000,1000000,0.87
P8091,C001,2023-04-13,32592.39,100000,500000,0.87
P8092,C002,2013-11-14,30603.64,200000,1000000,1.12
P8093,C002,2016-03-21,32595.46,200000,1000000,1.06
P8094,C002,2023-09-26,12084.71,200000,1000000,1.05
P8095,C002,2017-10-06,25289.09,200000,1000000,1.04
P8096,C002,2023-11-01,23525.59,200000,1000000,0.88
P8097,C001,2023-05-13,31934.44,100000,500000,1.02
P8098,C002,2015-03-28,14548.41,200000,1000000,1.15
P8099,C002,2015-08-31,11013.91,200000,1000000,1.02
P8100,C002,2018-12-02,41966.29,200000,1000000,1.14
P8101,C001,2019-04-30,18202.6,100000,500000,0.94
P8102,C001,2020-09-24,31476.87,100000,500000,1.07
P8103,C001,2019-08-03,18543.44,100000,500000,1.13
P8104,C001,2019-09-29,13980.98,100000,500000,0.9
P8105,C002,2016-09-29,47228.84,200000,1000000,0.98
P8106,C002,2014-06-26,16787.15,200000,1000000,1.01
P8107,C001,2023-03-31,14053.86,100000,500000,0.97
P8108,C002,2017-07-31,23984.47,200000,1000000,0.81
P8109,C001,2014-10-01,19751.61,100000,500000,1.17
P8110,C001,2023-11-26,25906.25,100000,500000,1.0
P8111,C002,2017-04-24,20714.29,200000,1000000,1.07
P8112,C002,2016-06-04,39585.39,200000,1000000,0.91
P8113,C001,2017-07-24,14845.36,100000,500000,0.86
P8114,C001,2023-10-18,20228.65,100000,500000,0.82
P8115,C001,2022-03-18,45395.03,100000,500000,1.04
P8116,C001,2013-09-25,35200.36,100000,500000,0.87
P8117,C002,2017-01-14,11970.19,200000,1000000,0.93
P8118,C002,2016-09-21,16434.83,200000,1000000,1.04
P8119,C002,2016-04-29,30999.84,200000,1000000,0.99
P8120,C002,2021-10-26,28549.99,200000,1000000,1.12
P8121,C001,2018-03-09,15614.35,100000,500000,0.92
P8122,C001,2018-06-19,32222.67,100000,500000,1.02
P8123,C002,2019-04-08,17836.13,200000,1000000,1.19
P8124,C002,2021-10-24,27946.13,200000,1000000,0.88
P8125,C001,2020-12-25,235682.87,100000,500000,1.03
P8126,C002,2022-09-13,21987.67,200000,1000000,0.95
P8127,C001,2020-08-17,15288.95,100000,500000,0.96
P8128,C002,2017-02-22,26372.21,200000,1000000,0.89
P8129,C002,2018-02-16,17248.2,200000,1000000,1.15
P8130,C002,2023-04-18,44180.2,200000,1000000,0.87
P8131,C002,2022-10-21,25868.33,200000,1000000,0.83
P8132,C001,2016-11-03,23624.21,100000,500000,1.05
P8133,C001,2016-11-13,25426.58,100000,500000,1.06
P8134,C001,2021-07-14,13761.64,100000,500000,1.0
P8135,C002,2019-03-14,322468.54,200000,1000000,1.06
P8136,C002,2022-01-14,21030.43,200000,1000000,1.14
P8137,C001,2016-09-20,21556.54,100000,500000,1.11
P8138,C002,2013-04-20,16858.62,200000,1000000,1.17
P8139,C002,2017-12-13,25609.95,200000,1000000,0.82
P8140,C001,2023-02-05,22879.4,100000,500000,1.09
P8141,C002,2023-11-03,25212.01,200000,1000000,0.96
P8142,C002,2022-07-22,198862.89,200000,1000000,0.96
P8143,C002,2023-09-01,18171.33,200000,1000000,1.06
P8144,C002,2018-05-20,118389.27,200000,1000000,1.16
P8145,C002,2017-09-09,28408.06,200000,1000000,0.9
P8146,C001,2014-07-26,10690.16,100000,500000,0.85
P8147,C002,2021-03-02,20015.22,200000,1000000,0.88
P8148,C001,2017-11-02,26671.24,100000,500000,0.92
P8149,C001,2017-03-20,16587.45,100000,500000,0.83
P8150,C001,2014-08-30,33456.58,100000,500000,0.99
P8151,C002,2023-05-15,21538.57,200000,1000000,1.04
P8152,C002,2019-01-01,17543.43,200000,1000000,1.11
P8153,C001,2014-04-23,26274.58,100000,500000,1.09
P8154,C002,2023-08-10,16076.02,200000,1000000,1.04
P8155,C001,2021-06-22,25243.78,100000,500000,0.94
P8156,C001,2015-05-21,54418.44,100000,500000,1.03
P8157,C002,2020-02-12,28397.94,200000,1000000,1.17
P8158,C002,2023-09-22,26003.19,200000,1000000,0.92
P8159,C001,2015-04-05,239574.36,100000,500000,1.04
P8160,C002,2021-11-19,29783.01,200000,1000000,1.07
P8161,C001,2020-05-29,20001.82,100000,500000,0.9
P8162,C001,2015-08-15,23389.75,100000,500000,0.92
P8163,C001,2017-01-16,131285.5,100000,500000,0.98
P8164,C001,2018-02-16,19726.84,100000,500000,0.95
P8165,C002,2021-11-03,29950.86,200000,1000000,1.16
P8166,C002,2019-12-23,22934.49,200000,1000000,1.13
P8167,C001,2023-08-10,20631.27,100000,500000,0.97
P8168,C002,2021-08-03,19363.15,200000,1000000,1.09
P8169,C001,2015-12-16,122741.66,100000,500000,1.17
P8170,C002,2018-12-11,18513.56,200000,1000000,0.95
P8171,C001,2023-12-24,16288.71,100000,500000,1.04
P8172,C001,2021-07-21,24821.73,100000,500000,0.83
P8173,C002,2019-09-25,20623.77,200000,1000000,1.19
P8174,C002,2018-07-28,11898.89,200000,1000000,1.14
P8175,C002,2023-03-13,18124.06,200000,1000000,0.85
P8176,C001,2017-07-09,19799.73,100000,500000,0.88
P8177,C001,2018-04-29,24414.39,100000,500000,0.96
P8178,C001,2016-05-12,27231.19,100000,500000,0.91
P8179,C002,2014-12-26,18993.28,200000,1000000,0.82
P8180,C002,2019-10-25,26891.69,200000,1000000,1.06
P8181,C001,2013-04-09,28413.66,100000,500000,1.1
P8182,C001,2013-04-08,22069.96,100000,500000,0.95
P8183,C001,2015-02-26,22494.24,100000,500000,1.15
P8184,C002,2022-04-04,302852.82,200000,1000000,1.04
P8185,C002,2014-02-16,28463.31,200000,1000000,1.2
P8186,C002,2013-09-02,30311.06,200000,1000000,1.05
P8187,C002,2013-01-23,120164.48,200000,1000000,1.18
P8188,C002,2022-09-27,21899.73,200000,1000000,1.16
P8189,C002,2021-01-28,21066.98,200000,1000000,0.95
P8190,C002,2015-09-15,342141.29,200000,1000000,1.04
P8191,C002,2016-03-23,20963.25,200000,1000000,0.92
P8192,C001,2020-04-25,16942.67,100000,500000,0.95
P8193,C002,2023-10-19,21097.04,200000,1000000,0.84
P8194,C001,2019-08-11,15246.69,100000,500000,0.92
P8195,C002,2018-08-02,20107.1,200000,1000000,0.85
P8196,C002,2015-04-10,31101.29,200000,1000000,1.08
P8197,C001,2022-05-21,20324.97,100000,500000,0.99
P8198,C002,2019-12-12,25725.91,200000,1000000,0.85
P8199,C001,2018-09-21,89195.65,100000,500000,0.94
P8200,C001,2018-02-13,21207.98,100000,500000,0.8
P8201,C001,2023-11-06,18994.64,100000,500000,0.89
P8202,C002,2013-07-17,27236.32,200000,1000000,1.03
P8203,C001,2022-11-03,19564.93,100000,500000,1.11
P8204,C001,2019-05-30,19138.32,100000,500000,0.81
P8205,C001,2021-11-01,293686.84,100000,500000,0.91
P8206,C001,2022-09-08,16388.43,100000,500000,0.98
P8207,C001,2017-04-23,18146.51,100000,500000,1.17
P8208,C001,2022-12-18,27236.14,100000,500000,0.85
P8209,C001,2013-02-10,25864.18,100000,500000,1.05
P8210,C001,2014-05-23,14264.8,100000,500000,1.05
P8211,C002,2023-04-25,16554.91,200000,1000000,0.84
P8212,C001,2022-06-15,19280.15,100000,500000,1.11
P8213,C002,2014-09-20,20255.89,200000,1000000,1.0
P8214,C002,2013-04-22,21341.51,200000,1000000,0.97
P8215,C001,2017-02-26,28494.87,100000,500000,0.82
P8216,C001,2013-08-16,22257.41,100000,500000,1.16
P8217,C002,2014-10-11,17551.66,200000,1000000,0.98
P8218,C001,2016-12-21,102716.89,100000,500000,0.86
P8219,C002,2013-08-28,14000.43,200000,1000000,1.1
P8220,C001,2014-12-30,15740.14,100000,500000,1.18
P8221,C001,2013-03-01,23863.53,100000,500000,0.87
P8222,C001,2016-04-27,193282.69,100000,500000,0.83
P8223,C001,2022-08-02,20909.45,100000,500000,0.84
